"store","id","original_ean","original_name","original_description","current_price","promo_price"
Casa Ley,"23d4c8f2-f467-403b-9e69-77d7bbaaf56d","7501055303779",Refresco botella naranja fanta  600 ml,"",$19.00,$0.00
Casa Ley,"53aa3ffa-3d85-4d03-bc68-00c76e35a030","3337875708289",Effaclar gel la roche posay 1 pz,"",$619.00,$495.20
Casa Ley,"9fc4137b-2476-44c2-a3d7-5215b1f391b8","7503009551281",Jocoque bravo cazarez 250 gr,"",$28.90,$0.00
Casa Ley,"4c5a0fb2-2b2b-4df1-9a7b-d038ac504854","0000000103793",Pepita pelada 1 kg,"",$319.60,$0.00
Casa Ley,"54a7c7e9-1c8d-4f15-9d9b-21b5e48610fc","7501050611053",Elomet unguento  30 gr,"",$720.57,$562.04
Casa Ley,"27866203-5538-4b26-a256-8bad841ff720","7501123011704",Fitoestimulina crema 30 gr,"",$572.04,$417.59
Casa Ley,"33d5fafd-62a3-4abd-b223-b93dc2ecbcc8","0070491212725",Margarita mix master limon 1 lt,"",$205.00,$0.00
Casa Ley,"04118cbb-5a36-48b1-bdca-0c4ccbb664c0","7501055302451",Refresco botella coca cola  1 lt,"",$25.00,$23.50
Casa Ley,"5defb9fc-1a6a-4a6f-8ac0-07d81c87f5a6","7501122916017",Fucidin 2 unguento 15 gr,"",$339.61,$271.69
Casa Ley,"41b7a86d-9385-4c1d-9744-6eb71d5dddb8","7506306224049",Condicionador acido hialuronico y vitamina c sedal 620 ml,"",$75.90,$0.00
Casa Ley,"52240795-f239-49b2-aab3-3c22217b3297","0253295000000",Rib eye steak santara 1 kg,"",$359.90,$0.00
Casa Ley,"41ea04bc-95f9-4822-87da-8aba4da2f1e0","7501003301741",Matcha latte sabor almendra mccormick 90 gr,"",$114.50,$69.90
Casa Ley,"0c74b26c-05c5-4b18-8671-1941846610e4","5702191008104",Fucidin 2 unguento 15 gr,"",$339.61,$271.69
Casa Ley,"51526ae2-14b4-4d53-abbc-741d7269ca89","0714706916656",Te repalmix rh 25 sobres broncolin 1 pz,"",$82.90,$0.00
Casa Ley,"440d9c52-eb9c-42e2-ac16-d879b6570d97","7501003104489",Salsa botanera picante habanero bufalo 144 gr,"",$19.90,$13.50
Casa Ley,"9d947e43-d526-4779-bce4-97d3baf40bbb","7501055304813",Refresco botella toronja fresca  3 lt,"",$48.00,$42.90
Casa Ley,fa98f5f3-e39c-4e0f-8cbe-72328ad66963,"7503009551250",Jocoque preparado cazarez 250 gr,"",$28.90,$0.00
Casa Ley,"22699bd0-7aa3-439b-a6e0-ee678f63c9bc","7503009551014",Jocoque natural cazarez  500 gr,"",$43.90,$0.00
Casa Ley,d2ebd7f5-4691-4871-b65d-d49dc76243f7,"7501055366170",Refresco vidrio sprite 235 ml,"",$10.00,$0.00
Casa Ley,"7ac50568-f75b-40c1-85f9-b717c8a9f42b","7503023641203",Gomitas belabear colageno 100 pz,"",$262.00,$170.30
Casa Ley,"352fd335-44de-4743-8b31-d9320838fc82","7500463666636",Fresas iqf congelada veld frut 454 gr,"",$65.90,$54.90
Casa Ley,"2c15bc41-ec48-470a-9dc3-cb1018e8ce1b","0205048000000",Calabaza redonda 1 kg,"",$39.90,$0.00
Casa Ley,f741c5e2-533a-4491-837c-168e5241d0c5,"4006000015897",Desodorante aerosol caballero fresh sensation nivea 150 gr,"",$74.90,$0.00
Casa Ley,"9f6d487a-ab99-4d35-9bfb-68a1504d6edf","7502258480038",Semilla girasol enchilada granutmix 75 gr,"",$26.90,$0.00
Casa Ley,"3ef7d7f8-3c42-4162-8010-17b0bf67dd93","7502258480250",Trail mix granutmix 50 gr,"",$33.90,$0.00
Casa Ley,"2ac04135-3520-4826-ad5e-18745feadaaf","7509552930566",Shampoo 2 en 1 probioticos fructis 650 ml,"",$93.90,$0.00
Casa Ley,be7ef8ee-b548-4daa-b6ab-4be0abdbf3ee,"7506306246294",Shampoo 2 en 1 restauracion instantanea sedal 620 ml,"",$76.50,$0.00
Casa Ley,"7e65bb7e-098d-4c56-9871-1588879bc98c","7500463666698",Mango cubo veld frut 454 gr,"",$65.50,$51.50
Casa Ley,"2967a0f5-d76e-4347-9092-55d80851964d","7501032922795",Limpiador liquido para vidrios 640ml trigger windex 1 pz,"",$69.90,$0.00
